string,gn.AROU,gn.VAL,gn.DOM,gn.CNC,gn.IMAG,gn.FAM,gn.AOA,gn.SIZE,gn.GEND
salt,3.2059,5,5.1765,6.3871,6.3235,6.3448,2.9143,1.8235,4.5294
salty,5.1667,4.3548,5.1935,4,3.3125,5.7037,3.0938,3.1935,4.5769
salutation,4.2069,6.5,5.75,3.5667,3.2069,2.8438,6.1818,4.1852,3.9
salute,5.0938,6,5.2188,5.4375,6.0882,4.8077,4.4706,3.9063,5.4333
salvage,4.4706,5.0294,5.9394,3.5882,3.3333,3.7813,5.9706,4.3636,4.5938
salvaged,5,5.6,5.0882,3.7879,3.6061,3.9375,6.1176,4.4545,4.7576
same,3.0625,4.871,4.8125,3.8529,3.7353,6.3871,2.3529,3.7576,4
sandals,3,5.3235,5.7273,6.5313,6.7,5.2258,3.0588,2.5,3.3824
sandwich,4.7097,5.9714,5.1176,6.6667,6.7647,6.7241,2.2941,2.4848,4.3438
sane,4.9118,6.6571,6.0286,2.5294,3.2,5.0909,5.0588,4.5455,3.9143
sanity,5.3714,6.3429,5.7143,2.5,3.0571,4.9091,5.4857,5.2188,3.6176
sapphire,5.9355,6.7879,5.4375,6.3333,6.3125,4.4516,4.5758,2.7188,2.303
satire,4.5,5.2414,5.303,2.6563,2.5161,3.3824,6.5758,4.0313,4.7419
satisfaction,6.8529,7.7941,6.2059,2.4,3.1429,5.8571,5.4857,5.3636,3.2941
satisfied,5.9394,7.6364,6.6875,3.2258,2.7813,5.7241,4.3714,4.9697,3.5313
sauce,3.8125,5.7188,5.3333,6.3235,6.2727,5.9677,2.5143,2.6765,3.9394
sauna,5.4118,6.4,4.9412,6.3871,6.4688,5.1667,5.4722,3.9429,3.0286
sausage,4.4063,5.7813,5.4063,6.5484,6.4667,6.3571,2.2121,2.5625,5.375
savant,6.3636,6.5417,5.7826,3.4545,3.1905,2.3793,6.8,4.4762,4.5238
saviour,5.8824,7.5455,5.0313,3.5758,4.2121,5.1613,4.303,5.4545,4.9091
saxophone,5.6774,5.8235,5.1875,6.3824,6.4839,5.0313,4.0588,3.8485,4.1176
scab,4.6,3.6552,4.4194,6.1429,5.9615,4.8333,3.069,1.8966,4.6154
scald,5.1765,2.6875,4,4.9355,4.9032,4.5806,4.6061,3.8824,4.3871
scale,2.8529,5.0303,4.9697,3.8529,4.3235,5.5758,4.3714,4.1471,3.9063
scalp,3.6333,4.4848,5.1613,6.3704,5.4286,4.6296,4.125,2.4375,4.5484
scalpel,4.4545,4.5152,5.3824,6.0286,6.0625,4.5862,5.4118,2.697,4.375
scandal,6.3529,2.5429,4.303,2.7941,3.6176,5.4688,5.6,5.3714,3.0882
scapegoat,3.9688,2.9063,3.4194,3.0938,2.6667,3.5,6.0303,3.7188,4.5313
scar,4.3438,3.5143,4.7429,6.0588,6.4063,5.7419,3.3714,2.9429,4.9375
scarce,3.7813,2.9118,3.5938,3.3333,3,4.0313,5.3636,2.8182,3.8065
scare,6.7143,2.6563,3.6333,2.8387,3.6563,5.6923,2.4063,4.6897,4.2143
scarecrow,4.3929,4.4828,5.1724,6.4615,6.6538,4.069,3,4.0313,5.0741
scared,5.3636,2.6471,2.6061,2.9118,4.3636,5.8519,2.3824,4.6129,3.4118
scarf,3.3438,5.4688,5.1333,6.5484,6.6875,6.5714,2.5161,2.9,3.0909
scarlet,5.9697,5.3429,5.9706,4.7143,5.9118,4.4839,4.5429,3.5882,2.1765
scars,5.4839,2.8438,4,6.0625,6.4242,5.8621,3.4286,3.8485,4.9091
scary,6.0968,3.125,3.3548,2.6,4.0323,5.7308,2.1563,5,4.6667
scent,5.5625,6.7059,5.5938,3.7097,3.7353,5.6552,4.3235,3.7273,2.1471
sceptic,4.3636,3.3939,5.2941,2.6471,2.8235,4.4848,5.9706,4.1515,4.6364
sceptical,4.4242,3.4242,4.8182,2.7059,2.6857,4.7813,6.3529,4.0313,4.3429
scheme,3.9091,4.3939,5.25,3.4242,3.1818,5.0909,5.2059,4.4412,4.129
scholar,4.7714,6.9118,6.0588,5.5806,5.2727,4.875,5.9118,4.9063,4.75
school,4.3226,5.2353,3.6061,6.3939,6.3429,6.3548,2.1176,4.8387,3.9394
science,6.0286,7.0588,5.6176,4.3714,4.5484,6.5185,3.5143,6.1143,5.2571
scientific,5.3235,6.4286,5.8824,4.2286,4,6.1563,4.6571,5.6667,5.1176
scientist,5.1818,7.0303,5.8182,5.9394,6.1563,6.3448,3.5758,4.7273,5.0909
scissors,4.7647,4.4286,5.5588,6.7273,6.5588,5.8,2.6176,2.8,3.7941
scoop,4.0667,5.3939,4.9063,4.6,4.8824,4.9032,3.4,2.6563,4.1765
scooter,4.4375,5.2813,5.8333,6.5217,6.3333,4.6207,3.5758,3.4688,4.2963
scope,4.1724,5.1,4.6667,3.3793,2.7,3.7692,5.2333,4.6129,4.3478
scorch,5.6452,3.2903,4.7419,4.2581,4.375,4.0625,5.2059,4.1613,4.5
score,4.7931,5.8,5.3214,4.1935,3.6774,5.2609,3.1563,4.2581,4.7727
scored,5.6129,6.4828,5.7931,3.5484,3.6129,4.9259,3.3333,4.2333,5.1304
scorn,4.7813,2.6364,4.129,2.4,2.8485,3.7241,5.4706,4.3793,3.931
scorpion,4.5,3.8529,4.8286,6.697,6.7273,4.5455,3.4839,2.6364,5.2727
scrap,4.0333,4.0323,5,4.7813,4.2188,4.3571,3.875,2.625,4.7308
scream,7.0294,2.5429,4.9118,4.7941,5.3636,6.3103,2.2571,5.4706,2.7778
screaming,6.6061,2.1818,4.1563,4.3125,5.5,5.9667,2.4545,5.7188,2.697
screw,4.0313,4.3824,5.0313,6.2424,6.1176,5.6071,3.3333,2.0909,5.3333
screwdriver,3.9394,4.8182,6.1515,6.5294,6.8529,5.4194,3.5714,2.2647,6.1563
script,4,5.4242,4.7188,5.4375,4.9697,5.2857,4.7647,3.5152,4
scrum,3.6667,4.4138,5.3871,5.3667,5.6897,4.0571,5.3333,4.0333,5.6452
scum,4.303,1.7273,4.1176,4.4118,4.7059,5.2121,5.2353,3.5,5.3548
scurvy,4,1.9697,3.2759,5,4.0606,2.697,5.625,3.5,5
sea,5.5455,6.0909,4.2059,6.0571,6.7059,6.2258,1.9143,6.0571,3.8387
seahorse,4.3429,5.7429,5.3636,6.2813,6.6765,5.0968,3.2647,2.3529,3.6
seal,4.129,5.8333,4.9032,5.9355,6.1667,4.8889,3.3333,3.2333,3.6774
seasick,3.697,2.8529,3.1471,4.5882,5.2353,4.5862,3.5882,3.9032,4.0323
season,5,5.7576,4.9375,4.6875,5.1333,6.2069,3.0938,4.8,3.1818
seasonal,5,6.2727,4.1515,3.3333,4.9394,5.6552,4.3235,5.2,3.5455
seasonings,4.9412,6.3235,5.5758,5.1471,5.1212,5.0333,5.0588,2.25,2.9706
seat,3.3333,5.2571,5.0645,6.6667,6.2647,6.5714,2.2424,3,4.0571
second,3.25,5.0968,4.7647,4.4848,4.303,6.2581,2.6471,2.697,3.8438
secretary,4.6765,5.303,4.5152,6.1515,6.0303,5.2333,4.4857,3.4857,2.0294
section,3.6765,4.8824,4.6857,4.3429,3.9714,5.3333,4.2857,3.5588,4.2059
sector,2.6563,4.9032,4.9375,3.9697,3.303,4.4,5.697,4.129,4.7097
secure,4.3714,7.7576,5.4571,3.2059,3.5143,5.9143,4.3143,4.5429,4.3529
sediment,2.9667,4.7097,4.6875,5.2727,4.3125,3.3226,6.2286,2.6129,4.4545
seduce,7.5161,5.9677,6,2.5455,3.5,5.1154,6.0968,4.6774,2.625
seduction,7.5625,6.2424,6.2903,3.4063,3.8788,4.4138,6.2727,4.9677,2.5161
seed,4.7576,6.3125,5.6774,6.2759,6.1429,5.2143,2.871,2.0606,3.3043
seek,4.8235,5.5758,5.125,3.2903,2.75,5.0345,4,3.2759,3.625
seesaw,4,6.0588,4.6061,6.5313,6.4286,5,2,3.6364,3.697
seize,5.9714,3.9444,6.2121,4.1429,4.2059,4.875,5.1765,5.1143,5.3529
seldom,3.125,3.9333,3.9677,2.375,2.6364,4.0313,5.8788,2.9375,3.8065
select,3.75,5.2813,6.5294,3.5152,3,6.4,3.4706,3.5625,3.7188
selection,4.3529,5.303,5.8529,4.1471,3.3714,5.4063,4.2286,4.5,3.7059
selfish,4.8235,2.2353,5.4118,3.0294,3,5.8929,3.8235,4.7879,4.4412
sell,4.6667,5.3636,6.2353,4.3429,4.2571,6.0968,2.9143,3.6364,4.2813
semester,3.8667,5.0968,3.8438,4.0313,2.5938,5.4615,6.1563,4.5667,4.1481
send,3.8824,5.5,5.6667,3.7353,3.6061,6.4516,2.8235,3.625,3.8065
senior,3.5862,5.3,5.3226,4.5313,4.1034,5.36,4.2188,4.4516,4.6786
sensation,7.697,7.0286,5.5152,2.3143,3.5152,4.9667,5.3529,5.4118,2.7097
sensational,6.9394,7.6667,6.3333,2.5,3.0294,5,5.1515,5.2813,3
sense,5.8824,6.2571,6.0588,2.5294,2.8571,6.1613,3.5143,4.7879,3.1471
sensible,4.0323,6.9063,6.0323,2.4839,2.875,5.3077,4.2581,3.9677,2.7037
sensitive,5.1818,5.697,3.375,2.5313,3.1935,5.9643,4.0625,3.7419,2.0606
sensual,6.8824,7.3636,6.3438,3.0606,3.6129,5.0645,6.0909,4.6774,2.3125
sentence,3.4688,5,5.1935,5.0625,5.4688,6.4074,2.9375,3.1563,3.8125
sentiment,4.6563,6.25,5.4242,2.0645,2.871,4.9355,5.8529,4.6563,2.4688
sentimental,5.5882,6.7059,4.5882,2.3824,2.8485,5.3438,5.6471,4.9412,1.9706
septic,4.1765,2.8485,3.6667,4.697,3.7143,3.1818,6.3939,3.5758,4.5455
serene,4.9032,7.037,5.6429,2.6429,3.4483,3.4688,6,4.4828,2.9333
series,4.2903,5.4545,4.7273,4.0882,3.4545,5.4516,4.6061,4.1818,3.9063
serious,3.9063,3.9143,5.8485,3.1714,3.6571,6,3.4,5.125,4.6857
sermon,2.8182,4.5161,4.2121,4.1818,4.1333,3.2941,4.875,3.9063,4.5294
serve,4.5714,4.8286,3.6286,4.1714,4.2353,5.129,3.6857,3.7714,3.7813
service,4.0313,6,4.697,3.8571,3.0882,5.3548,4.5143,4.4118,4.0909
services,4.4063,5.8125,4.6563,4.0968,3.5152,5.7188,4.7429,4.5,3.697
session,4.125,5.2727,4.5938,3.6471,3.2647,4.7419,4.8824,3.7813,4.2121
set,3.4118,5.3529,5.3235,4.5882,3.303,5.9,2.8286,3.7353,4.25
setback,4.1,3.0606,3.6364,3.1818,3.25,4.871,5.1765,4.1563,4.1563
settle,3.0968,5.7097,4.8857,3.5882,2.7273,5.1333,3.7143,3.7353,3.3939
settlement,4.0606,5.7879,4.9706,4.7576,4.7273,4.8438,5.5294,5.2941,4.6471
several,3.8857,5.3636,5.0303,3.8857,4,6.25,3.8529,4.0294,3.9063
severe,5.2059,2.5,4.5588,2.4706,3.1471,5.7188,4.9412,5.0294,4.875
sew,2.6875,5.5152,4.875,5.7576,5.8529,4.8387,3.5588,1.9706,2.2727
sewer,3.2941,3.4412,3.9706,6.1724,5.9355,4.3462,4.4545,5.1212,4.931
sex,7.4242,7.0606,6.0303,5.2286,5.8235,6.3871,4.9429,4.5882,4.1765
sexual,7.6857,7.2571,6.6857,3.5588,4.7059,5.9677,5.8,4.6571,3.7647
sexy,7.7188,7.7353,6.625,2.871,5.3871,6.375,5.2571,5.2188,2
shade,3.5,5.0303,5.2667,4.3824,4.8125,5.0968,3.0294,3.8387,3.697
shadow,4.625,4.1471,4.303,4.7273,6.1212,5.7667,2.6857,4,4.0909
shaft,5.0645,4.7188,4.7407,5.5161,5.1563,3.7333,5.3548,3.6897,5.1481
shake,5.6364,4.6667,5.4194,4.4118,5.9091,5.963,2.5,3.7419,4.2258
shaky,4.8182,3.3438,3.2903,3.9063,4.2903,4.76,3.7419,3.0645,3.8571
shallow,3.6176,3.4412,4.1471,3.4412,4.1765,5.4839,4.0588,2.9118,3.697
shame,4.0606,2.2121,3.0606,2.8,3.4118,5.6061,4.1176,4.7059,3.7576
shameful,4.5152,2.25,3.3939,2.4412,2.5758,4.8438,4.8529,5.1212,4.3333
shampoo,3.5484,5.8214,5.4286,6.6296,6.2414,6.52,2.5161,2.129,2.6129
shape,3.5152,5.4545,5.1935,5.1818,5.1212,6.1875,2.2857,3.7576,3.2813
share,4.4706,6.8235,5.5455,3.3429,3.7647,6.1071,2.2571,4.6765,3.1212
shark,6.0159,3.8182,4.3182,6.7368,6.8033,4.9286,2.6567,5.2615,5.6308
sharp,6.2903,3.7742,5.3226,4.0333,4.8621,5.68,2.5484,3.3667,4.3846
sharpen,5.5143,4.9412,6.2571,4.3714,4.8286,4.875,3.0588,3.2571,4.8182
shave,4.2353,5.3125,5.6061,5.303,5.5,6,4.4412,3.2188,6.0294
shawl,3.9355,5.2414,4.5862,6.4333,5.8519,3.5185,4.6563,2.9355,2.1071
shear,3.9063,4.5455,4.7419,4.0333,3.5484,3.5758,5.5882,3.25,4.1563
sheep,3.7188,5.4839,4.2,6.7826,6.8571,5.8333,1.9355,3.3548,3.84
sheepskin,3.7742,5.0303,5.0625,6.3939,6.1176,4,4.0882,3.5588,4
sheer,4.625,5.4412,4.6563,3.2941,3.2941,4.5625,5.6176,3.7059,3.3611
shelf,3.1176,5.0313,5.2759,6.6071,6.5484,6.1304,3.0303,3.2727,4.6207
shell,3.6774,5.5,4.25,6.4091,6.4828,5.2,2.5484,1.8966,3.375
shelter,3.8235,6.6061,5.1471,5.2059,5.5758,5.4667,3.4857,4.5455,3.8125
sherry,4.6667,5.3462,4.5926,6.3103,5.1786,3.931,5.3571,2.7143,2.9643
shield,5.6563,6.2647,5.8485,5.625,6.2727,5.2414,3.8235,4.5758,5.5882
shine,6.2857,7.5588,6.0882,4.5714,5.4706,5.9333,2.7353,4.5143,2.7576
shiny,6,6.5517,5.4138,4.129,5.2581,5.5,2.697,3.2121,3.1852
ship,4.7879,5.6667,5.7576,6.7419,6.5,6.1071,2.0303,5.5,5
ships,4.7097,5.5313,5.4839,6.6071,6.6538,5.0741,2.9677,5.6061,4.7037
shirt,4.2258,5.2759,5.6,6.8077,6.619,6.4286,2.5,3.0938,5.2143
shit,3.3714,2.3429,5.1765,4.9706,5.3529,6.0645,5.0571,3.4545,5.1212
shock,5.8065,3.1935,3.7241,3.4516,3.8065,5.6071,3.4828,5.0968,3.8148
shocking,6.0667,3.4063,4.4194,2.5938,3.5,6,4.2121,5.3226,3.7576
shoe,4.3438,5.6471,5.2258,6.7419,6.7879,6.4688,1.8,2.8824,3.1471
shoes,4.2121,6.1212,5.871,6.6,6.4242,6.7143,1.7353,2.7879,2.3636
shoot,5.3226,3,6.3939,5.2121,5.3939,5.5385,3.4242,4.5938,5.4242
shooting,6.0938,2.303,5.4375,5.8387,5.9032,5.56,3.8235,5.2188,5.7813
shore,4.8824,6.3235,4.7647,5.9394,6.303,5.1563,3.4706,5.3529,3.5
short,3.7419,4.3548,3.4688,3.4839,4.7,6.1852,2.4516,2.1935,3.2692
shortage,3.4412,2.8824,3.7576,3.5152,3.5588,5,5,3.4242,4.0286
shot,5.3636,3.1515,4.9091,5.1818,5.1515,5.6129,3.3529,3.4063,4.9063
shotgun,5.4118,2.6,4.4118,6.7353,6.7576,4.6667,4.5714,4.5588,6
show,5.7059,6.0294,5.8571,4.4571,4.8571,5.7,2.3143,5,3.4848
shrew,3.5625,4.4242,4.7188,5.625,5.4375,3.8333,4.8788,2.5938,3.3125
shrewd,4.3529,4.2727,5.0286,2.7143,2.9118,3.2647,5.9429,3.0882,3.6857
shriek,6,2.75,4.6765,4.3529,4.3824,4.5333,4.4412,5.0303,2.4545
shrill,5.2188,3.9032,4.3333,3.5333,3.1667,3.6129,5.4839,3.7097,3.1034
shrimp,3.25,4.8824,4.9697,6.7273,6.6176,4.9355,3.7143,1.6765,4.0606
shroud,3.4138,4.1786,3.9,4,4.1667,3.0938,5.7333,3.7,3.56
shrug,3.1471,3.8824,5.25,4.5588,5.2941,5.7,4.1944,2.8,4.2
shudder,5.3333,3.2258,3.875,3.8125,4.3,4.931,4.5938,3.4063,3.8125
shuddering,4.5294,3.0625,3.9063,4.2941,4.7647,4.9688,5.0588,3.5938,3.5758
shy,4.1765,3.8857,2.8065,2.7273,4.3529,6,2.6,3,2.8485
sick,3.7273,2.2813,3.25,4.4839,5.0625,6.1429,2.3235,4.375,4.4242
sickness,3.7941,2.3714,2.2857,4.7429,5.1765,6.0625,2.7353,4.8857,3.9706
sigh,3.1212,3.6452,4.4118,4.2647,4.6667,5.8333,3.7941,2.8485,3.3125
signal,4.0909,5.4857,5.2727,4.8857,4.9143,5.6207,3.6571,3.9429,4.2188
silence,3.5313,4.9091,4.75,3.4848,3.7273,6.0968,2.5152,3.9706,3.5152
silent,4.0294,5,4.1714,3.3939,3.2059,6.1,2.6571,4.0571,3.8
silk,5.8065,6.7419,5.5484,6.3793,6.4839,5.5556,3.9063,2.7097,1.9688
silly,5.7419,5.1935,5.2333,2.8125,3.2903,6.125,2.2813,3.8667,3.9259
simmer,3.7742,5.3333,5.2941,4.7429,4.5882,5.4848,5.2286,2.8485,3.5882
simple,4.2903,5.9677,5.8333,2.7,2.5625,6.5217,3.2258,3.125,3.963
sin,5.7813,2.0588,4.625,2.6061,3.6176,5.3,4.2,5.5152,4.7353
sincere,4.4848,7.1176,5.7647,2.6471,2.8529,4.8,5.2121,4.3235,2.8824
sing,6.375,7.25,6.3125,5.3871,5.7097,6.6,2,4.6333,2.8125
singer,6,6.8571,5.1471,5.4848,6.3636,6.4,2.6857,4.1765,2.5294
singular,3.5,4.9118,5.5152,4.0938,3.4375,4.5,4.8286,2.6765,3.8788
sinister,5.2121,2,4,2.6364,3.7647,5.2333,5.4706,4.6364,4.9697
sink,2.7419,4.6364,4.6207,6.3214,6.3704,6.36,2.7273,2.9063,3.8214
sins,4.4242,2.3939,4.1212,2.8529,3.1471,4.8667,4.0909,5.1875,4.75
sissy,3.3333,3.4706,3.7059,2.9714,3.871,3.6667,4.3529,2.8788,2.9706
sister,4.9688,6.4,5.1471,6.1143,6.2286,6.4828,2,4.4571,1.3939
sit,3.5429,5.3429,5.6061,5.3529,5.8276,6.6071,1.7353,3.3714,3.9706
situation,4.5588,4.7429,4.5882,3.7714,2.8571,5.5,4.6286,5,4
skeleton,4.3939,4.303,5,6.6129,6.7742,5.6207,3.2727,4.4688,4.7576
sketch,3.8529,5.9697,5.4242,5.1143,5.4412,5.1935,3.7714,3.3429,3.4848
ski,5.25,5.6857,5.6875,6.1212,6.4848,5.3333,3.5882,3.5588,4.1765
skiing,5.7576,5.8333,5.6129,5.6563,6,4.6552,3.9688,3.5806,4.1429
skijump,5.9143,5.7941,5.5,6.1765,6.5294,4.6875,5.1143,5.3889,5.0294
skill,5.8438,7.6129,6.7188,3.0909,3.4667,6.2143,3.5152,4.7576,4.129
skilled,5.4118,7.6563,7.2059,3.3125,3.7097,6.0769,4.4706,4.8485,4.2667
skin,5.7742,5.6452,5.3,6.4483,6.5926,6.6667,2.4333,4.0938,3.037
skinny,4.9706,4.8286,4.1471,4.7714,6.0909,6.1,3.4,2.2424,2.5588
skirt,5.0606,5.875,5.5152,6.8788,6.6552,6.5926,2.303,2.9032,1.5758
skis,4.6333,5.7931,5.1818,6.1818,6.3226,4.6563,3.7576,3.0313,4.0938
skull,5,4.5517,5.1935,6.7857,6.7308,5.56,3.7813,3.3548,4.8077
skunk,4.2727,3.7273,4.7188,6.3235,6.1212,4.8438,3.7576,2.7647,4.9688
sky,5.75,7,4.2188,5.2571,6.7813,6.5161,1.6176,6.4118,3.2941
skyline,5.0303,6.3939,5,5.7429,6.1515,5.2581,5.1429,5.7714,4.0645
skyscraper,4.6176,5.0571,5.2286,6.5,6.6,5.6875,4.6571,6.2424,4.9706
slab,2.5484,4.3226,5.1818,5.6875,5.3793,4.4138,4.0606,3.5313,4.8
slack,3.1818,3.4706,4.9412,3.6765,3.4706,4.8125,4.6571,3.5,4.5806
slap,5.4706,2.5294,5.1875,5.6563,5.9118,6.0333,3.0882,4.1818,3.1818
slash,5.2424,3,4.9375,4.1515,4.7273,4.2414,4.7273,4.125,4.9706
slaughter,5.8065,1.4375,5,5.2813,5.2424,5.2,5.2667,5.3333,5.8485
slaughterhouse,5.7353,2.1143,4.3143,6.4118,5.5758,3.5938,5.4286,5.5143,5.7647
slave,5.0469,1.5538,2.3333,5.0161,5.5714,4.3571,4.0896,4.1538,4.1587
sleek,5.5862,6.4,5.9355,2.875,3.5625,4.037,5.375,3.4242,2.6774
sleep,5.2727,7.7576,5.4848,4.8125,5.9,6.8148,1.5758,4.2727,3.6765
sleepy,2.7188,4.1212,3.3529,3.3824,4.5294,6.7333,1.8235,3.5588,3.4706
slide,4.697,5.4545,4.9697,5.6571,5.2857,5.1333,2.5,4.0606,3.9118
slight,3.25,4.8438,4.0968,3.2121,3,5.1935,4.2059,2.4688,3.5667
slime,4.1935,3,4.1724,5.3667,5.625,3.8621,3.4063,2.6563,4.6333
slimy,4.1212,2.8529,4.2353,4.6857,5.8286,4.6471,2.7647,2.9706,4.9706
slip,4.7879,3.4706,3.9429,4.9714,4.8286,5.0625,2.7143,3.4706,3.1515
slippers,3.5588,5.7879,4.9091,6.4333,6.3438,5.9333,2.7059,2.7879,3.2424
slippery,4.697,3.6,3.875,3.7647,5.2059,5.0625,2.8857,3.4848,3.7576
slope,3.6765,5.1471,4.1471,5.7353,6.303,4.96,3.9143,4.7353,4.1944
slow,2.6129,3.5172,3.4194,3.4375,3.7742,6.2759,2.1818,2.5758,3.7667
slug,2.7333,3.6774,4.5667,6.7692,6.6897,5.0385,3.0645,1.5161,4.6429
sluggish,2.0606,2.5625,4.2813,3.1563,3.5625,4.2581,5.3529,3.2727,4.9688
slum,4.0333,2.25,3.5,4.9677,5.3667,3.9032,5.6333,5.1379,4.7037
slump,2.375,3.2941,4.6364,3.9118,4.3636,3.8788,4.9118,3.1818,4.9063
slush,3.375,4.0294,4.625,5.2424,5.1471,4.4688,3.5882,3.0882,3.6667
small,3.4242,4.8857,3.9143,3.7143,5.1212,6.6552,1.5882,1.8857,3
smallpox,4.2121,2.0938,3.4118,5.5294,4.9118,4.2,5.2647,3.4706,4.2813
smart,6.5,7.8824,7.1563,2.8286,4,6.3871,3,4.9706,3.7188
smash,5.871,2.875,5.9375,4.5806,5.303,5.5714,2.8788,4.4194,5.6
smear,3.6364,4.1176,5,4.8182,5.3235,4.0968,5.0286,2.7879,3.4516
smell,4.4412,4.2424,3.9375,4.303,3.1818,5.9667,2.0294,3.8,4.5455
smelly,3.5882,2.3529,4.4545,3.9697,4.6176,5.25,1.9063,3.5484,5.1212
smile,7.1563,8.2813,6.8387,5.8438,6.5758,6.7917,1.7813,4.6129,2.8065
smiling,6.8235,8.2424,6.3529,5.1429,6.3714,6.3548,2.1765,4.6857,2.7143
smoke,5.2903,3.3333,4.4194,5.4063,5.9655,6.1304,3.125,4.1515,4.6071
smoker,4.1875,2.5143,3.5143,5.6129,6.125,5.5806,3.6571,3.9412,4.7576
smooth,5.4848,6.9394,5.4412,3.9697,5.7576,6.0667,3.1212,3.5938,2.4545
snack,5.0294,6.1765,5.4412,6.0909,6.0938,6.3667,2.0909,2.4242,4.2059
snail,2.5484,4.6452,4.9,6.68,6.7917,5.0435,2.3548,1.7097,4.4643
snake,4.875,3.6176,5.3235,6.7059,6.6471,5.6563,2.5294,3.0625,5.2
snaked,4.1875,3.4063,4.3333,3.4194,3.5152,3.0625,5.1563,3.3548,4.5517
snap,5.3226,4.0333,5.5667,4.0667,3.6129,4.7143,2.9677,2.7419,4.2
snapped,5,3.3824,4.2727,4.1818,3.9394,5,3.8529,3.9394,3.9697
snatch,5.4828,3.1034,4.9677,3.1875,3.6667,3.6429,3.4839,3.4194,3.7778
snob,4.303,2.8529,5.1875,3.3125,4.4242,4.625,4.9118,3.8387,3.5333
snort,4.5625,3.8857,5.0294,4.7879,4.4857,4.9118,4.0571,3.2941,4.7813
snow,6.6765,6.0606,4.7813,6.5,6.75,6,2,4.4286,3.3429
snowman,5.8235,6.7429,6.2059,6.3529,6.7353,4.9688,2.2286,4.1471,5.0857
snuggle,6.3939,8,5.2424,4.8485,5.4848,5.9677,3.4848,4.1212,2.1818
soak,4,4.5588,4.7273,4.6471,5.1176,5.25,3.2,3.5143,3.5758
soar,5.9403,6.9394,6.6119,3.6875,4.5397,4.661,4.6324,5.1667,3.5735
sob,4.1563,2.6364,3.3235,4.3529,5.7143,4.9091,3.2571,3.3143,2.697
sober,4.303,6.2985,6.5077,3.8462,4.5077,6.0943,5.697,3.8462,4.303
sobriety,4.4483,5.7143,4.7143,3.1429,2.4444,3.5161,6.3125,4.4483,3.6071
social,5.8,6.7813,6.1667,2.7273,3.4,6.4583,4.6207,5.2,3.4286
socialist,4.7419,5.3793,5.1875,3.2333,3.3214,4.6296,6.6452,4.7586,3.9032
society,4.8529,5.9091,4.4242,3.5152,3.9706,6.5185,4.9697,6.2813,3.6471
sock,2.8529,5.4286,5.5806,6.4848,6.697,6.069,1.7941,2.1515,4.4242
sofa,3.2121,5.9697,5.6061,6.6667,6.6364,6.3333,2.7941,4,3.7097
soft,5.0286,6.9412,5.0303,4.8571,4.7273,6.2813,1.7429,3.3714,2.4
softly,4.7273,6.4848,4.9063,3.1765,3.5588,5.8929,2.5294,2.5294,2.125
soil,2.6563,5.2941,5.25,6.4688,6.3824,5.1034,2.8824,3.6571,4.4848
solar,5.2903,6.5806,4.6,4.3548,3.9677,4.7037,5.125,5.9677,3.96
soldier,5.3125,4.8,4.1333,6.3548,6.7097,5.4444,3.0606,4.2813,6.3871
sole,3.4516,5.1765,5.2059,5.3636,5.2571,4.5806,4.3714,3,4.2258
solemn,2.9,3.75,3.4516,2.5484,3.25,4.1852,5.4667,3.5484,4.5385
solid,3.9091,5.6286,5.8529,5.5588,5.1212,5.7273,3.6286,4.2571,4.9394
solution,5,7.3939,6.7576,3.0625,3.125,5.8333,4.4286,4.9697,3.6061
son,4.3235,6.8571,5.9118,6.0286,5.8235,6.0968,2.2286,3.8182,6.4848
sonar,3.7778,5.4074,5.1071,4.6429,3.7778,3,6.2,4.0667,4.5926
song,6.2647,7.2727,5.7273,4.7879,4.8387,6.6774,2.0303,4.0303,2.7576
sonic,5.5862,5.2593,5.6786,3.2,2.9333,3.1481,5,4.3571,5
sonnet,4.5161,6.0938,5.0968,4.6774,3.9688,3.697,6.129,3.4667,3.1
soothe,4.6765,7.5882,5.5714,3.0571,3.5758,4.9697,4.0286,3.7429,2.2857
soothing,4.7714,7.6286,4.5714,3.2286,3.5429,5.1515,4.4286,3.8529,2.1212
sore,5.2121,2.7813,3.5455,3.5758,3.8788,6.0333,2.4848,4.1875,3.875
sorrow,3.6571,2.0606,3.6,2.6364,3.6,4.7419,5.0571,4.4571,3.2941
soul,5.9394,7.1515,5.4063,1.9063,2.9118,5.0769,4.1714,4.4848,2.8824
soup,3.875,5.7813,5.8182,6.2903,6.3333,6.3548,2.4412,2.697,3.3548
sour,3.7667,3.375,4.5429,3.8824,4.2571,5.4333,2.9714,3.3235,4.0294
source,3.6857,5.6571,5.5,3.6286,3.1471,5.2258,4.8056,4.0303,4.3429
sovereign,4.2069,5.1786,5.4483,4,4.4643,3.0625,5.9375,5.1724,4.3929
sow,3.3226,5.3,5.4194,4.6364,4.7742,4.129,4.3824,3.2188,3.129
soya,3.303,5.2059,4.8125,5.2353,4.9688,4.4545,5.7429,2.6364,3.3125
spa,5.3333,7.0625,5.7241,5.871,6.2069,4.8148,4.7576,4.0313,2
space,4.6857,5.8182,4.3939,3.5758,4.5429,6.0667,3.0857,6.2121,4.7813
spaceship,6.2727,5.9697,5.3824,6,6.4375,5.3667,2.8824,5.7647,5.4848
