string,blp.rt,blp.rt.zscore,blp.accuracy,blp.accuracy.zscore
christ,558.3,-0.445831132,1,0.863295115
christen,684,0.312975301,0.95,0.685820174
christendom,793.125,1.247720284,0.475,-1.000191769
christened,642.325,0.0509609,1,0.863295115
christening,628.625,0.026554824,1,0.863295115
christian,627.5,-0.157483693,1,0.863295115
christians,599.875,-0.134202357,1,0.863295115
christlike,818.6111111,1.077288307,0.525,-0.822716828
christmas,587.7297297,-0.341902562,1,0.863295115
chrome,633.3684211,-0.153382947,1,0.863295115
chromium,832.7142857,1.106716224,0.552631579,-0.72463857
chronic,631.7368421,0.0493342,1,0.863295115
chub,784.4166667,0.773552168,0.35,-1.443879122
chubby,608.825,-0.09593314,1,0.863295115
chubs,660.75,0.802211803,0.368421053,-1.378493616
chuck,613.09375,-0.210585168,0.842105263,0.302847931
chucked,625.1666667,-0.048159407,0.947368421,0.676479387
chucking,654.5833333,0.246141969,0.925,0.597082703
chuckle,579.3421053,-0.45384239,1,0.863295115
chuckled,620.85,-0.093124437,1,0.863295115
chuckles,590.5526316,-0.359324686,0.975,0.774557644
chuckling,637.25,0.033503682,0.842105263,0.302847931
chucks,647.3636364,0.038329004,0.868421053,0.396255797
chug,749,0.680215727,0.552631579,-0.72463857
chugged,684.8571429,0.324261228,0.736842105,-0.070783524
chugging,795.92,0.97254439,0.736842105,-0.070783524
chugs,721.55,0.8312335,0.525,-0.822716828
chukka,716,1.145818713,0.175,-2.065041417
chukkas,1033,2.964184297,0.052631579,-2.499387983
chum,679.0666667,0.268577204,0.815789474,0.209440069
chummed,817.25,0.953185461,0.315789474,-1.565309344
chummy,811.0322581,1.027221995,0.842105263,0.302847931
chump,663.8928571,0.087404474,0.736842105,-0.070783524
chumps,741,0.511952846,0.736842105,-0.070783524
chums,584.8823529,-0.142240591,0.85,0.330870291
chunk,611.9473684,-0.158009533,0.975,0.774557644
chunkier,717.8717949,0.527882743,0.975,0.774557644
chunks,596.4615385,-0.16595006,0.975,0.774557644
chunky,569.825,-0.353373099,1,0.863295115
church,502.8648649,-0.865718324,0.973684211,0.769887253
churched,640.4782609,0.147941977,0.657894737,-0.351007115
churches,540.2894737,-0.468224351,1,0.863295115
churching,605.7333333,-0.287362224,0.4,-1.266404181
churchyard,677.6571429,0.311805782,0.921052632,0.583071525
churchyards,653.4857143,0.250684385,0.95,0.685820174
churl,786.6666667,0.631831462,0.315789474,-1.565309344
churlish,758.75,0.859334277,0.315789474,-1.565309344
churls,690,0.293960581,0.175,-2.065041417
churn,647.3548387,0.086263968,0.775,0.064657879
churned,703.3939394,0.372951871,0.894736842,0.489663659
churning,729.0833333,0.330530951,1,0.863295115
churns,658.5806452,0.163674872,0.815789474,0.209440069
chute,695.2333333,0.530440902,0.775,0.064657879
chutes,741.3928571,0.930362981,0.7,-0.201554533
chutney,643.5,-0.026264463,0.947368421,0.676479387
chutneys,690.1578947,0.431220973,0.95,0.685820174
cider,603.0810811,-0.204424962,0.973684211,0.769887253
ciders,600.3142857,-0.279438616,0.921052632,0.583071525
cigar,623.8947368,-0.204926278,1,0.863295115
cigars,581.6410256,-0.294864704,1,0.863295115
cinch,734.9285714,0.866290802,0.375,-1.355141651
cinched,806.1176471,0.984247607,0.473684211,-1.00486216
cinder,709.5517241,0.614114865,0.75,-0.024079592
cinders,661.2962963,0.161878176,0.710526316,-0.164191387
cine,994.5,1.626896835,0.075,-2.419991299
cinquefoil,900.6666667,1.269247211,0.078947368,-2.405980121
cipher,694.2916667,0.626787394,0.6,-0.556504416
ciphered,784.0526316,1.081687933,0.525,-0.822716828
ciphers,712.0588235,0.487240988,0.5,-0.911454298
circa,675.4782609,0.578062955,0.575,-0.645241886
circle,516.8947368,-0.769061953,1,0.863295115
circled,621.9473684,-0.145872769,0.95,0.685820174
circles,554.8918919,-0.589046299,0.973684211,0.769887253
circlet,795.3809524,1.071348003,0.525,-0.822716828
circlets,752.3529412,0.609436286,0.5,-0.911454298
circling,667.6388889,0.053048069,0.947368421,0.676479387
circuit,565.4102564,-0.531060086,0.975,0.774557644
circuits,584.0540541,-0.303625208,1,0.863295115
circus,560.7631579,-0.435770301,1,0.863295115
cirque,730.8636364,0.721475293,0.578947368,-0.631230708
cirques,743.7692308,1.168845181,0.325,-1.532616593
cirrus,837.7,1.579838424,0.289473684,-1.65871721
cistern,715.3043478,0.836017205,0.6,-0.556504416
cisterns,797.3,1.030529819,0.578947368,-0.631230708
cite,704.1428571,0.280486953,0.736842105,-0.070783524
cited,603.8235294,-0.239201905,0.921052632,0.583071525
cites,668.8611111,0.270369683,0.973684211,0.769887253
cities,629.8571429,-0.044812537,0.973684211,0.769887253
citing,646.5,0.042792026,0.684210526,-0.257599252
citric,712.8387097,0.453333022,0.8,0.15339535
citron,670.6,0.186758014,0.815789474,0.209440069
citrus,633.9459459,-0.127710908,0.973684211,0.769887253
city,523.3243243,-0.678917073,0.973684211,0.769887253
civet,652.6,1.148474089,0.125,-2.242516358
civets,753,2.890365999,0.025,-2.597466241
civic,621.9444444,0.032928765,0.9,0.508345232
civics,664.9333333,0.271747838,0.75,-0.024079592
civil,570.6216216,-0.405559542,0.973684211,0.769887253
civvies,935.7142857,2.364374452,0.2,-1.976303946
clack,659.0769231,0.470727682,0.325,-1.532616593
clacked,667.5,0.324743248,0.425,-1.17766671
clacking,609.8333333,0.149917096,0.45,-1.08892924
clacks,744,0.747952182,0.263157895,-1.752125072
clad,607.2,-0.183401243,0.684210526,-0.257599252
claim,535.5555556,-0.729540945,0.973684211,0.769887253
claimant,782.6363636,1.050461222,0.575,-0.645241886
claimants,777.8636364,1.172964211,0.575,-0.645241886
claimed,551.1842105,-0.564860371,1,0.863295115
claiming,645.7714286,0.005233577,0.925,0.597082703
claims,559.4871795,-0.470736115,0.975,0.774557644
clam,616.9230769,-0.135987308,0.975,0.774557644
clamber,669.4347826,0.11168692,0.657894737,-0.351007115
clambered,615.7368421,-0.018309309,0.95,0.685820174
clambers,720,0.462605631,0.7,-0.201554533
clammed,655,0.195907794,0.7,-0.201554533
clammy,737.0625,0.544669504,0.868421053,0.396255797
clamour,609.3823529,-0.131392448,0.875,0.419607762
clamoured,656.6923077,0.173120151,1,0.863295115
clamours,630.0645161,0.176318135,0.85,0.330870291
clamp,591.725,-0.248264511,1,0.863295115
clampdown,702.7333333,0.534961557,0.8,0.15339535
clamped,630.8611111,-0.0322076,0.947368421,0.676479387
clamping,663.8947368,0.258267781,0.95,0.685820174
clamps,625.6666667,-0.155094573,0.975,0.774557644
clams,709.7586207,0.413044641,0.789473684,0.116032203
clamshell,648.8823529,0.391917107,0.45,-1.08892924
clan,558.2,-0.40521159,0.9,0.508345232
clang,651.4444444,0.152033052,0.675,-0.290292004
clanged,718.826087,0.501979824,0.631578947,-0.44441498
clanger,733.5416667,0.37293041,0.710526316,-0.164191387
clangers,732.4814815,0.73340415,0.775,0.064657879
clanging,728.137931,0.560208189,0.789473684,0.116032203
clangour,960.5,2.136017387,0.1,-2.331253829
clangs,717.4615385,0.474185372,0.7,-0.201554533
clank,668,0.29935256,0.815789474,0.209440069
clanked,646.8275862,0.015286058,0.775,0.064657879
clanking,695.862069,0.570181204,0.75,-0.024079592
clanks,719.55,0.460133249,0.526315789,-0.818046436
clannish,617,0.492816224,0.1,-2.331253829
clans,613.2413793,-0.202873117,0.725,-0.112817062
clansman,931.2,1.634511814,0.263157895,-1.752125072
clansmen,880.3,1.127006681,0.275,-1.710091534
clap,553.1,-0.429502561,1,0.863295115
clapboard,740.0555556,0.828457342,0.473684211,-1.00486216
clapped,604.5675676,-0.173159901,0.973684211,0.769887253
clapper,652.0857143,0.058664156,0.9,0.508345232
clappers,675.1785714,0.184007419,0.763157895,0.022624341
clapping,577.5128205,-0.190976277,0.975,0.774557644
claps,573.1111111,-0.23324205,0.9,0.508345232
claptrap,827.8461538,1.204780509,0.368421053,-1.378493616
claque,NA,NA,0.025,-2.597466241
claques,652.3333333,0.535799771,0.075,-2.419991299
claret,708.1071429,0.576206371,0.725,-0.112817062
clarion,712.7142857,0.8499624,0.210526316,-1.9389408
clarts,483,-0.892974101,0.025,-2.597466241
clash,572.3157895,-0.293531372,1,0.863295115
clashed,592.2631579,-0.188919884,0.95,0.685820174
clashes,586.7567568,-0.266914806,0.975,0.774557644
clashing,656.9722222,0.120338395,0.973684211,0.769887253
clasp,629.2702703,0.011058851,0.95,0.685820174
clasped,656.8285714,0.087087465,0.9,0.508345232
clasping,671.4473684,0.240193583,0.975,0.774557644
clasps,628.0540541,-0.077903809,0.925,0.597082703
class,495.55,-0.870324601,1,0.863295115
classed,614.3421053,-0.216446487,1,0.863295115
classes,554.425,-0.493494216,1,0.863295115
classic,513.6666667,-0.792223357,1,0.863295115
classics,544.9,-0.532822307,1,0.863295115
classier,698.4545455,0.305866541,0.868421053,0.396255797
classing,797.3913043,0.940787156,0.605263158,-0.537822842
classless,744.9166667,0.718594993,0.6,-0.556504416
classmate,592.2432432,-0.462289014,0.973684211,0.769887253
classmates,603.9428571,-0.264250363,0.947368421,0.676479387
classroom,527.974359,-0.57055888,1,0.863295115
classrooms,557.7435897,-0.511163527,0.975,0.774557644
classy,580.3428571,-0.247973211,0.973684211,0.769887253
clatter,666.6363636,0.127090853,0.825,0.24213282
clattered,682,0.374482045,0.921052632,0.583071525
clatters,624.2352941,0.1105569,0.875,0.419607762
clause,685.3333333,0.248721356,0.894736842,0.489663659
clauses,606.3428571,-0.055115881,0.9,0.508345232
clave,704.6923077,0.726484421,0.368421053,-1.378493616
claw,569.225,-0.410447925,1,0.863295115
clawed,695.8648649,0.183612106,0.973684211,0.769887253
clawing,654.9142857,0.151270429,0.925,0.597082703
claws,590.9189189,-0.334419317,0.95,0.685820174
clay,564.6052632,-0.479470276,1,0.863295115
clayey,490,-0.71819639,0.026315789,-2.592795849
claymore,660.8823529,0.090033663,0.473684211,-1.00486216
claymores,782.5833333,0.732595975,0.315789474,-1.565309344
clean,489.3333333,-0.938606539,0.973684211,0.769887253
cleaned,534.8611111,-0.664084396,0.973684211,0.769887253
cleaner,544.4594595,-0.619154636,0.973684211,0.769887253
cleaners,560.675,-0.431115977,1,0.863295115
cleanest,525.7179487,-0.587530894,0.975,0.774557644
cleaning,546.4102564,-0.552376342,0.975,0.774557644
cleanly,548.9189189,-0.403079061,0.925,0.597082703
cleanness,605.6285714,-0.194008802,0.9,0.508345232
cleans,556.8285714,-0.420770455,0.9,0.508345232
cleanse,593.1351351,-0.30964217,0.973684211,0.769887253
cleansed,600.1351351,-0.306722262,0.973684211,0.769887253
cleanser,641.5675676,-0.160799252,0.973684211,0.769887253
cleansers,701.2285714,0.339854463,0.973684211,0.769887253
cleanses,644.8823529,0.110224992,0.973684211,0.769887253
cleansing,658.9189189,-0.045389029,0.973684211,0.769887253
cleanup,604.1,-0.220958568,0.8,0.15339535
clear,491.7631579,-0.903195784,1,0.863295115
clearance,596.3846154,-0.168315012,1,0.863295115
cleared,597.7631579,-0.424923861,1,0.863295115
clearer,573.8717949,-0.426961403,0.975,0.774557644
clearest,576.7105263,-0.377688853,1,0.863295115
clearing,626.1578947,-0.161685869,1,0.863295115
clearings,603.1351351,-0.176348126,1,0.863295115
clearly,522.974359,-0.614416074,1,0.863295115
clearness,660.3103448,0.10267228,0.789473684,0.116032203
clearout,667.2162162,0.065839816,0.95,0.685820174
clears,588.8235294,-0.384059301,0.894736842,0.489663659
clearway,628.4193548,-0.037707038,0.842105263,0.302847931
cleat,679.3636364,0.865181762,0.275,-1.710091534
cleats,722.8,1.397118179,0.131578947,-2.219164393
cleavage,601.7297297,-0.259363264,1,0.863295115
cleave,702.3870968,0.43271931,0.8,0.15339535
cleaved,691.5714286,0.268993285,0.7,-0.201554533
cleaver,649.0645161,0.162599682,0.842105263,0.302847931
cleavers,738.9310345,0.425196347,0.763157895,0.022624341
cleaves,604.0952381,-0.093180681,0.605263158,-0.537822842
cleaving,669.037037,0.177086261,0.789473684,0.116032203
clef,712.5238095,0.563343524,0.575,-0.645241886
clefs,780.1764706,1.04767561,0.5,-0.911454298
cleft,678.0967742,0.21957351,0.775,0.064657879
clefts,703.9130435,0.445262996,0.710526316,-0.164191387
clement,655.25,0.289566408,0.842105263,0.302847931
clements,753.1724138,0.541826218,0.763157895,0.022624341
clench,607.71875,-0.031622296,0.868421053,0.396255797
clenched,684.4210526,0.433880955,0.95,0.685820174
clenches,627.0810811,-0.025123405,0.925,0.597082703
clenching,641.8333333,0.100793797,0.9,0.508345232
clergy,629.0571429,-0.093163503,0.947368421,0.676479387
cleric,681.5862069,0.247810779,0.763157895,0.022624341
clerics,671.2592593,0.334216029,0.736842105,-0.070783524
clerk,623.2777778,-0.301044147,0.973684211,0.769887253
clerked,716.4666667,0.601764481,0.789473684,0.116032203
clerks,624.4358974,-0.117048311,0.975,0.774557644
clever,585.6052632,-0.250684063,0.95,0.685820174
clew,746.6666667,0.565574158,0.078947368,-2.405980121
clewed,436.3333333,-0.364373575,0.075,-2.419991299
clews,741,0.647990471,0.05,-2.50872877
clich_,605.3947368,-0.15607237,1,0.863295115
clich_d,707.4411765,0.476768671,0.925,0.597082703
clich_s,611.3333333,-0.013474656,0.825,0.24213282
click,532.5277778,-0.705602278,0.947368421,0.676479387
clicked,553.3,-0.531538937,1,0.863295115
clicking,600.45,-0.122273911,1,0.863295115
clicks,563.1621622,-0.558511836,0.973684211,0.769887253
client,553.5128205,-0.496632761,0.975,0.774557644
clients,604.3947368,-0.306389722,1,0.863295115
cliff,553.8888889,-0.58876933,0.973684211,0.769887253
cliffs,552.7567568,-0.509948847,0.973684211,0.769887253
climate,510.4,-0.700968435,1,0.863295115
climates,570.2432432,-0.491917343,1,0.863295115
climax,560.9473684,-0.4536282,1,0.863295115
climaxed,640.2647059,0.09940666,0.921052632,0.583071525
climb,522.5263158,-0.632642594,1,0.863295115
climbed,516.6216216,-0.648733537,1,0.863295115
climber,620.1666667,-0.219223072,0.973684211,0.769887253
climbers,630.9411765,0.070061512,0.875,0.419607762
climbing,565.7105263,-0.421178719,1,0.863295115
climbs,546.725,-0.512908981,1,0.863295115
clime,655.6666667,0.466206624,0.236842105,-1.845532938
climes,620.25,0.082471953,0.3,-1.621354063
clinch,630.7714286,-0.062027882,0.921052632,0.583071525
clinched,647.8378378,0.133511828,1,0.863295115
clincher,726.8333333,0.644283119,0.775,0.064657879
clinches,699.0277778,0.412498496,0.925,0.597082703
clinching,669.6666667,0.169163724,0.975,0.774557644
cline,524.75,0.122747574,0.1,-2.331253829
clines,764,0.546899743,0.105263158,-2.312572256
cling,601.1842105,-0.275207385,1,0.863295115
clinging,606.8378378,-0.178469842,1,0.863295115
clings,598.5882353,-0.138006619,0.9,0.508345232
clingy,619.4444444,-0.133272208,0.973684211,0.769887253
clinic,572.8717949,-0.384440433,0.975,0.774557644
clinics,588.2564103,-0.17275762,0.975,0.774557644
clink,615.1666667,-0.093117402,0.9,0.508345232
clinked,647.2258065,0.093375107,0.8,0.15339535
clinker,581.3157895,0.049607406,0.475,-1.000191769
clinkers,679,0.264337807,0.447368421,-1.098270026
clinking,706.3793103,0.473040684,0.815789474,0.209440069
clinks,629.7241379,0.099301394,0.75,-0.024079592
clip,527.4864865,-0.63098929,0.973684211,0.769887253
clipboard,568.65,-0.302161075,1,0.863295115
clipboards,631.8684211,-0.038825728,0.95,0.685820174
clipped,589.3157895,-0.358322046,1,0.863295115
clipper,599.3076923,-0.284846846,1,0.863295115
clippers,554.2051282,-0.37842681,0.975,0.774557644
clippie,852,1.351462809,0.052631579,-2.499387983
clipping,614.4285714,-0.171172118,0.921052632,0.583071525
clippings,640.9459459,0.051786532,0.973684211,0.769887253
clips,535.4473684,-0.467470619,0.95,0.685820174
clique,702.3636364,0.247235642,0.868421053,0.396255797
cliques,712.0625,0.620926977,0.85,0.330870291
cliquey,710.375,1.25607526,0.225,-1.887566475
cloak,575.025641,-0.352329414,0.975,0.774557644
cloaked,605.1621622,-0.182068095,0.975,0.774557644
cloaking,657.7352941,0.258570467,0.875,0.419607762
cloakroom,592.9487179,-0.188675234,0.975,0.774557644
cloakrooms,624.8717949,-0.100133308,1,0.863295115
cloaks,603.974359,-0.333021698,1,0.863295115
clobber,671.0909091,0.100761057,0.825,0.24213282
clobbered,702.5405405,0.415486458,0.925,0.597082703
cloche,689.25,1.154385098,0.1,-2.331253829
cloches,820,0.723268318,0.105263158,-2.312572256
clock,513.2,-0.738116062,1,0.863295115
clocked,636.2894737,-0.118217034,1,0.863295115
clocking,637.6,-0.083922723,0.95,0.685820174
clocks,508.5833333,-0.836160118,0.947368421,0.676479387
clockwise,617.5428571,-0.169653532,0.921052632,0.583071525
clockwork,613.972973,-0.183339097,0.973684211,0.769887253
clod,661.9333333,0.377093178,0.394736842,-1.285085754
clods,643.75,0.225114015,0.210526316,-1.9389408
clog,621.3529412,6.05E-05,0.85,0.330870291
clogged,656.8,0.025407402,0.947368421,0.676479387
clogging,639.75,-0.061903997,0.947368421,0.676479387
cloggy,712.28,0.785788713,0.65,-0.379029474
clogs,606.5405405,-0.216153427,0.925,0.597082703
cloister,704.6923077,0.396705674,0.736842105,-0.070783524
cloistered,708.7407407,0.720447969,0.675,-0.290292004
cloisters,657.2916667,0.178817853,0.657894737,-0.351007115
clone,577.4054054,-0.364698863,0.975,0.774557644
clones,619.8461538,-0.132118514,0.975,0.774557644
clop,791.5,1.228536225,0.315789474,-1.565309344
clopped,607.1428571,0.179299855,0.4,-1.266404181
clopping,685.2307692,0.545706139,0.35,-1.443879122
clops,665.6363636,0.72805117,0.342105263,-1.471901482
close,506.4864865,-0.852362707,0.973684211,0.769887253
closed,542.2432432,-0.555164213,1,0.863295115
closedown,691.4137931,0.579289429,0.775,0.064657879
closely,552.8947368,-0.423883124,0.975,0.774557644
closeness,612.9722222,-0.15205184,0.925,0.597082703
closer,490.3421053,-0.867810851,1,0.863295115
closes,629,-0.039277211,0.95,0.685820174
closest,598.9210526,-0.260923364,0.975,0.774557644
closet,608.4473684,-0.195789084,0.975,0.774557644
closets,648.9736842,0.059875352,1,0.863295115
closing,553.0789474,-0.378675053,0.95,0.685820174
closure,535.8888889,-0.548134309,0.95,0.685820174
closures,616,-0.103901833,0.894736842,0.489663659
clot,580.8055556,-0.243895202,0.947368421,0.676479387
cloth,542.4102564,-0.623022336,1,0.863295115
clothe,728.3888889,0.732010706,0.526315789,-0.818046436
clothed,644.8333333,-0.011146809,0.947368421,0.676479387
clothes,512.3611111,-0.78728072,0.973684211,0.769887253
clothesline,917.92,1.512198764,0.657894737,-0.351007115
clothier,598.35,0.190077041,0.5,-0.911454298
clothiers,602.25,-0.05122772,0.3,-1.621354063
clothing,528.8717949,-0.697821408,0.975,0.774557644
cloths,573.7567568,-0.349642052,0.95,0.685820174
clots,593.0263158,-0.138673897,0.95,0.685820174
clotted,666.1621622,0.124263284,0.95,0.685820174
clotting,638.59375,0.070903036,0.85,0.330870291
cloud,559.15,-0.46074729,1,0.863295115
cloudbank,826.1428571,1.168089331,0.175,-2.065041417
cloudburst,843.7777778,1.227611217,0.263157895,-1.752125072
cloudbursts,824.5,1.314072715,0.375,-1.355141651
clouded,608.9459459,-0.356589151,0.95,0.685820174
cloudier,683.1212121,0.199317633,0.894736842,0.489663659
clouding,636.2424242,-0.014437123,0.947368421,0.676479387
cloudless,765.75,0.455211222,0.894736842,0.489663659
clouds,537.974359,-0.666201747,1,0.863295115
